cvc5+z3-runtime,Tool-runtime,cvc5-runtime,z3-runtime,z3strRE-runtime,z3str4-runtime,ostrich-runtime
0.0,18.849999999999643,0.0,19.879999999999622,0.6800000000000004,3.3999999999999715,3543.5300000000148
0.0,18.869999999999642,0.0,19.899999999999622,0.6900000000000004,3.4099999999999713,3545.8800000000147
0.0,18.88999999999964,0.0,19.91999999999962,0.7000000000000004,3.419999999999971,3548.2300000000146
0.0,18.90999999999964,0.0,19.93999999999962,0.7100000000000004,3.429999999999971,3550.5800000000145
0.0,18.92999999999964,0.0,19.95999999999962,0.7200000000000004,3.4399999999999706,3552.9300000000144
0.0,18.94999999999964,0.0,19.97999999999962,0.7300000000000004,3.4499999999999704,3555.2800000000143
0.0,18.96999999999964,0.0,19.99999999999962,0.7400000000000004,3.45999999999997,3557.630000000014
0.0,18.98999999999964,0.0,20.01999999999962,0.7500000000000004,3.46999999999997,3559.980000000014
0.0,19.00999999999964,0.0,20.03999999999962,0.7600000000000005,3.47999999999997,3562.330000000014
0.0,19.02999999999964,0.0,20.05999999999962,0.7700000000000005,3.4899999999999696,3564.680000000014
0.0,19.04999999999964,0.0,20.079999999999618,0.7800000000000005,3.4999999999999694,3567.030000000014
0.0,19.069999999999638,0.0,20.099999999999618,0.7900000000000005,3.509999999999969,3569.3800000000138
0.0,19.089999999999637,0.0,20.119999999999617,0.8000000000000005,3.519999999999969,3571.7300000000137
0.0,19.109999999999637,0.0,20.139999999999617,0.8100000000000005,3.5299999999999687,3574.0800000000136
0.0,19.129999999999637,0.0,20.159999999999616,0.8200000000000005,3.5399999999999685,3576.4400000000137
0.0,19.149999999999636,0.0,20.179999999999616,0.8300000000000005,3.5499999999999683,3578.800000000014
0.0,19.169999999999636,0.0,20.199999999999616,0.8400000000000005,3.559999999999968,3581.160000000014
0.0,19.189999999999635,0.0,20.219999999999615,0.8500000000000005,3.569999999999968,3583.520000000014
0.0,19.209999999999635,0.0,20.239999999999615,0.8600000000000005,3.5799999999999677,3585.880000000014
0.0,19.229999999999634,0.01,20.259999999999614,0.8700000000000006,3.5899999999999674,3588.2400000000143
0.0,19.249999999999634,0.02,20.279999999999614,0.8800000000000006,3.5999999999999672,3590.6000000000145
0.0,19.269999999999634,0.03,20.299999999999613,0.8900000000000006,3.609999999999967,3592.9600000000146
0.0,19.289999999999633,0.04,20.319999999999613,0.9000000000000006,3.619999999999967,3595.3200000000147
0.0,19.309999999999633,0.05,20.339999999999613,0.9100000000000006,3.6299999999999666,3597.680000000015
0.0,19.329999999999632,0.060000000000000005,20.359999999999612,0.9200000000000006,3.6399999999999664,3600.040000000015
0.0,19.349999999999632,0.07,20.37999999999961,0.9300000000000006,3.649999999999966,3602.400000000015
0.0,19.36999999999963,0.08,20.39999999999961,0.9400000000000006,3.659999999999966,3604.770000000015
0.0,19.38999999999963,0.09,20.41999999999961,0.9500000000000006,3.6699999999999657,3607.140000000015
0.0,19.40999999999963,0.09999999999999999,20.43999999999961,0.9600000000000006,3.6799999999999655,3609.5100000000148
0.0,19.42999999999963,0.10999999999999999,20.45999999999961,0.9700000000000006,3.6899999999999653,3611.8800000000147
0.0,19.44999999999963,0.11999999999999998,20.47999999999961,0.9800000000000006,3.699999999999965,3614.2500000000146
0.01,19.46999999999963,0.12999999999999998,20.49999999999961,0.9900000000000007,3.709999999999965,3616.6200000000144
0.02,19.48999999999963,0.13999999999999999,20.51999999999961,1.0000000000000007,3.7199999999999647,3618.9900000000143
0.03,19.50999999999963,0.15,20.53999999999961,1.0100000000000007,3.7299999999999645,3621.360000000014
0.04,19.529999999999628,0.16,20.559999999999608,1.0200000000000007,3.7399999999999642,3623.730000000014
0.05,19.549999999999628,0.17,20.579999999999607,1.0300000000000007,3.749999999999964,3626.100000000014
0.060000000000000005,19.569999999999627,0.18000000000000002,20.599999999999607,1.0400000000000007,3.759999999999964,3628.470000000014
0.07,19.589999999999627,0.19000000000000003,20.619999999999607,1.0500000000000007,3.7699999999999636,3630.840000000014
0.08,19.609999999999626,0.20000000000000004,20.639999999999606,1.0600000000000007,3.7799999999999634,3633.2100000000137
0.09,19.629999999999626,0.21000000000000005,20.659999999999606,1.0700000000000007,3.789999999999963,3635.5800000000136
0.09999999999999999,19.649999999999626,0.22000000000000006,20.679999999999605,1.0800000000000007,3.799999999999963,3637.9600000000137
0.10999999999999999,19.669999999999625,0.23000000000000007,20.699999999999605,1.0900000000000007,3.8099999999999627,3640.340000000014
0.11999999999999998,19.689999999999625,0.24000000000000007,20.719999999999605,1.1000000000000008,3.8199999999999625,3642.720000000014
0.12999999999999998,19.709999999999624,0.25000000000000006,20.739999999999604,1.1100000000000008,3.8299999999999623,3645.100000000014
0.13999999999999999,19.729999999999624,0.26000000000000006,20.759999999999604,1.1200000000000008,3.839999999999962,3647.480000000014
0.15,19.749999999999623,0.2700000000000001,20.779999999999603,1.1300000000000008,3.849999999999962,3649.870000000014
0.16,19.769999999999623,0.2800000000000001,20.799999999999603,1.1400000000000008,3.8599999999999617,3652.260000000014
0.17,19.789999999999623,0.2900000000000001,20.819999999999602,1.1500000000000008,3.8699999999999615,3654.6500000000137
0.18000000000000002,19.809999999999622,0.3000000000000001,20.839999999999602,1.1600000000000008,3.8799999999999613,3657.0400000000136
0.19000000000000003,19.82999999999962,0.3100000000000001,20.8599999999996,1.1700000000000008,3.889999999999961,3659.4300000000135
0.20000000000000004,19.84999999999962,0.3200000000000001,20.8799999999996,1.1800000000000008,3.899999999999961,3661.8200000000134
0.21000000000000005,19.86999999999962,0.3300000000000001,20.8999999999996,1.1900000000000008,3.9099999999999606,3664.210000000013
0.22000000000000006,19.88999999999962,0.34000000000000014,20.9199999999996,1.2000000000000008,3.9199999999999604,3666.600000000013
0.23000000000000007,19.90999999999962,0.35000000000000014,20.9399999999996,1.2100000000000009,3.92999999999996,3669.000000000013
0.24000000000000007,19.92999999999962,0.36000000000000015,20.9599999999996,1.2200000000000009,3.93999999999996,3671.4000000000133
0.25000000000000006,19.94999999999962,0.37000000000000016,20.9799999999996,1.2300000000000009,3.9499999999999598,3673.8000000000134
0.26000000000000006,19.96999999999962,0.38000000000000017,20.9999999999996,1.2400000000000009,3.9599999999999596,3676.2000000000135
0.2700000000000001,19.98999999999962,0.3900000000000002,21.019999999999598,1.2500000000000009,3.9699999999999593,3678.6000000000136
0.2800000000000001,20.009999999999618,0.4000000000000002,21.039999999999598,1.260000000000001,3.979999999999959,3681.0000000000136
0.2900000000000001,20.029999999999617,0.4100000000000002,21.059999999999597,1.270000000000001,3.989999999999959,3683.4000000000137
0.3000000000000001,20.049999999999617,0.4200000000000002,21.079999999999597,1.280000000000001,3.9999999999999587,3685.800000000014
0.3100000000000001,20.069999999999617,0.4300000000000002,21.099999999999596,1.290000000000001,4.009999999999959,3688.200000000014
0.3200000000000001,20.089999999999616,0.4400000000000002,21.119999999999596,1.300000000000001,4.019999999999959,3690.600000000014
0.3300000000000001,20.109999999999616,0.45000000000000023,21.139999999999596,1.310000000000001,4.0299999999999585,3693.000000000014
0.34000000000000014,20.129999999999615,0.46000000000000024,21.159999999999595,1.320000000000001,4.039999999999958,3695.400000000014
0.35000000000000014,20.149999999999615,0.47000000000000025,21.179999999999595,1.330000000000001,4.049999999999958,3697.8000000000143
0.36000000000000015,20.169999999999614,0.48000000000000026,21.199999999999594,1.340000000000001,4.059999999999958,3700.2000000000144
0.37000000000000016,20.189999999999614,0.49000000000000027,21.219999999999594,1.350000000000001,4.069999999999958,3702.6000000000145
0.38000000000000017,20.209999999999614,0.5000000000000002,21.239999999999593,1.360000000000001,4.079999999999957,3705.0100000000143
0.3900000000000002,20.229999999999613,0.5100000000000002,21.259999999999593,1.370000000000001,4.089999999999957,3707.420000000014
0.4000000000000002,20.249999999999613,0.5200000000000002,21.279999999999593,1.380000000000001,4.099999999999957,3709.830000000014
0.4100000000000002,20.269999999999612,0.5300000000000002,21.299999999999592,1.390000000000001,4.109999999999957,3712.240000000014
0.4200000000000002,20.289999999999612,0.5400000000000003,21.31999999999959,1.400000000000001,4.119999999999957,3714.6500000000137
0.4300000000000002,20.30999999999961,0.5500000000000003,21.33999999999959,1.410000000000001,4.129999999999956,3717.0600000000136
0.4400000000000002,20.32999999999961,0.5600000000000003,21.35999999999959,1.420000000000001,4.139999999999956,3719.4700000000134
0.45000000000000023,20.34999999999961,0.5700000000000003,21.37999999999959,1.430000000000001,4.149999999999956,3721.8800000000133
0.46000000000000024,20.36999999999961,0.5800000000000003,21.39999999999959,1.440000000000001,4.159999999999956,3724.290000000013
0.47000000000000025,20.38999999999961,0.5900000000000003,21.41999999999959,1.450000000000001,4.1699999999999555,3726.700000000013
0.48000000000000026,20.40999999999961,0.6000000000000003,21.43999999999959,1.460000000000001,4.179999999999955,3729.120000000013
0.49000000000000027,20.42999999999961,0.6100000000000003,21.45999999999959,1.470000000000001,4.189999999999955,3731.540000000013
0.5000000000000002,20.44999999999961,0.6200000000000003,21.47999999999959,1.480000000000001,4.199999999999955,3733.960000000013
0.5100000000000002,20.469999999999608,0.6300000000000003,21.499999999999588,1.490000000000001,4.209999999999955,3736.3800000000133
0.5200000000000002,20.489999999999608,0.6400000000000003,21.519999999999587,1.500000000000001,4.2199999999999545,3738.8000000000134
0.5300000000000002,20.509999999999607,0.6500000000000004,21.539999999999587,1.5100000000000011,4.229999999999954,3741.2200000000134
0.5400000000000003,20.529999999999607,0.6600000000000004,21.559999999999587,1.5200000000000011,4.239999999999954,3743.6400000000135
0.5500000000000003,20.549999999999606,0.6700000000000004,21.579999999999586,1.5300000000000011,4.249999999999954,3746.0600000000136
0.5600000000000003,20.569999999999606,0.6800000000000004,21.599999999999586,1.5400000000000011,4.259999999999954,3748.4800000000137
0.5700000000000003,20.589999999999606,0.6900000000000004,21.619999999999585,1.5500000000000012,4.269999999999953,3750.9000000000137
0.5800000000000003,20.609999999999605,0.7000000000000004,21.639999999999585,1.5600000000000012,4.279999999999953,3753.320000000014
0.5900000000000003,20.629999999999605,0.7100000000000004,21.659999999999584,1.5700000000000012,4.289999999999953,3755.7500000000136
0.6000000000000003,20.649999999999604,0.7200000000000004,21.679999999999584,1.5800000000000012,4.299999999999953,3758.1800000000135
0.6100000000000003,20.669999999999604,0.7300000000000004,21.699999999999584,1.5900000000000012,4.3099999999999525,3760.6100000000133
0.6200000000000003,20.689999999999603,0.7400000000000004,21.719999999999583,1.6000000000000012,4.319999999999952,3763.040000000013
0.6300000000000003,20.709999999999603,0.7500000000000004,21.739999999999583,1.6100000000000012,4.329999999999952,3765.470000000013
0.6400000000000003,20.729999999999603,0.7600000000000005,21.759999999999582,1.6200000000000012,4.339999999999952,3767.900000000013
0.6500000000000004,20.749999999999602,0.7700000000000005,21.779999999999582,1.6300000000000012,4.349999999999952,3770.3300000000127
0.6600000000000004,20.7699999999996,0.7800000000000005,21.79999999999958,1.6400000000000012,4.3599999999999515,3772.7600000000125
0.6700000000000004,20.7899999999996,0.7900000000000005,21.81999999999958,1.6500000000000012,4.369999999999951,3775.2000000000126
0.6800000000000004,20.8099999999996,0.8000000000000005,21.83999999999958,1.6600000000000013,4.379999999999951,3777.6400000000126
0.6900000000000004,20.8299999999996,0.8100000000000005,21.85999999999958,1.6700000000000013,4.389999999999951,3780.0800000000127
0.7000000000000004,20.8499999999996,0.8200000000000005,21.87999999999958,1.6800000000000013,4.399999999999951,3782.5200000000127
0.7100000000000004,20.8699999999996,0.8300000000000005,21.89999999999958,1.6900000000000013,4.40999999999995,3784.9600000000128
0.7200000000000004,20.8899999999996,0.8400000000000005,21.91999999999958,1.7000000000000013,4.41999999999995,3787.400000000013
0.7300000000000004,20.9099999999996,0.8500000000000005,21.93999999999958,1.7100000000000013,4.42999999999995,3789.840000000013
0.7400000000000004,20.9299999999996,0.8600000000000005,21.959999999999578,1.7200000000000013,4.43999999999995,3792.280000000013
0.7500000000000004,20.949999999999598,0.8700000000000006,21.979999999999578,1.7300000000000013,4.4499999999999496,3794.720000000013
0.7600000000000005,20.969999999999597,0.8800000000000006,21.999999999999577,1.7400000000000013,4.459999999999949,3797.160000000013
0.7700000000000005,20.989999999999597,0.8900000000000006,22.019999999999577,1.7500000000000013,4.469999999999949,3799.600000000013
0.7800000000000005,21.009999999999597,0.9000000000000006,22.039999999999576,1.7600000000000013,4.479999999999949,3802.040000000013
0.7900000000000005,21.029999999999596,0.9100000000000006,22.059999999999576,1.7700000000000014,4.489999999999949,3804.490000000013
0.8000000000000005,21.049999999999596,0.9200000000000006,22.079999999999576,1.7800000000000014,4.4999999999999485,3806.940000000013
0.8100000000000005,21.069999999999595,0.9300000000000006,22.099999999999575,1.7900000000000014,4.509999999999948,3809.3900000000126
0.8200000000000005,21.089999999999595,0.9400000000000006,22.119999999999575,1.8000000000000014,4.519999999999948,3811.8400000000124
0.8300000000000005,21.109999999999594,0.9500000000000006,22.139999999999574,1.8100000000000014,4.529999999999948,3814.3000000000125
0.8400000000000005,21.129999999999594,0.9600000000000006,22.159999999999574,1.8200000000000014,4.539999999999948,3816.7600000000125
0.8500000000000005,21.149999999999594,0.9700000000000006,22.179999999999573,1.8300000000000014,4.549999999999947,3819.2200000000125
0.8600000000000005,21.169999999999593,0.9800000000000006,22.199999999999573,1.8400000000000014,4.559999999999947,3821.6800000000126
0.8700000000000006,21.189999999999593,0.9900000000000007,22.219999999999573,1.8500000000000014,4.569999999999947,3824.1500000000124
0.8800000000000006,21.209999999999592,1.0000000000000007,22.239999999999572,1.8600000000000014,4.579999999999947,3826.620000000012
0.8900000000000006,21.229999999999592,1.0100000000000007,22.25999999999957,1.8700000000000014,4.589999999999947,3829.090000000012
0.9000000000000006,21.24999999999959,1.0200000000000007,22.27999999999957,1.8800000000000014,4.599999999999946,3831.5600000000118
0.9100000000000006,21.26999999999959,1.0300000000000007,22.29999999999957,1.8900000000000015,4.609999999999946,3834.0300000000116
0.9200000000000006,21.28999999999959,1.0400000000000007,22.31999999999957,1.9000000000000015,4.619999999999946,3836.5000000000114
0.9300000000000006,21.30999999999959,1.0500000000000007,22.33999999999957,1.9100000000000015,4.629999999999946,3838.9800000000114
0.9400000000000006,21.32999999999959,1.0600000000000007,22.35999999999957,1.9200000000000015,4.6399999999999455,3841.4600000000114
0.9500000000000006,21.34999999999959,1.0700000000000007,22.37999999999957,1.9300000000000015,4.649999999999945,3843.9400000000114
0.9600000000000006,21.36999999999959,1.0800000000000007,22.39999999999957,1.9400000000000015,4.659999999999945,3846.4200000000114
0.9700000000000006,21.38999999999959,1.0900000000000007,22.41999999999957,1.9500000000000015,4.669999999999945,3848.9000000000115
0.9800000000000006,21.409999999999588,1.1000000000000008,22.439999999999568,1.9600000000000015,4.679999999999945,3851.3800000000115
0.9900000000000007,21.429999999999588,1.1100000000000008,22.459999999999567,1.9700000000000015,4.689999999999944,3853.8700000000113
1.0000000000000007,21.449999999999587,1.1200000000000008,22.479999999999567,1.9800000000000015,4.699999999999944,3856.360000000011
1.0100000000000007,21.469999999999587,1.1300000000000008,22.499999999999567,1.9900000000000015,4.709999999999944,3858.850000000011
1.0200000000000007,21.489999999999586,1.1400000000000008,22.519999999999566,2.0000000000000013,4.719999999999944,3861.3400000000106
1.0300000000000007,21.509999999999586,1.1500000000000008,22.539999999999566,2.010000000000001,4.729999999999944,3863.8300000000104
1.0400000000000007,21.529999999999585,1.1600000000000008,22.559999999999565,2.020000000000001,4.739999999999943,3866.3300000000104
1.0500000000000007,21.549999999999585,1.1700000000000008,22.579999999999565,2.0300000000000007,4.749999999999943,3868.8300000000104
1.0600000000000007,21.569999999999585,1.1800000000000008,22.599999999999564,2.0400000000000005,4.759999999999943,3871.3300000000104
1.0700000000000007,21.589999999999584,1.1900000000000008,22.619999999999564,2.0500000000000003,4.769999999999943,3873.8300000000104
1.0800000000000007,21.609999999999584,1.2000000000000008,22.639999999999564,2.06,4.7799999999999425,3876.3300000000104
1.0900000000000007,21.629999999999583,1.2100000000000009,22.659999999999563,2.07,4.789999999999942,3878.8400000000106
1.1000000000000008,21.649999999999583,1.2200000000000009,22.679999999999563,2.0799999999999996,4.799999999999942,3881.350000000011
1.1100000000000008,21.669999999999582,1.2300000000000009,22.699999999999562,2.0899999999999994,4.809999999999942,3883.860000000011
1.1200000000000008,21.689999999999582,1.2400000000000009,22.719999999999562,2.099999999999999,4.819999999999942,3886.3700000000113
1.1300000000000008,21.70999999999958,1.2500000000000009,22.73999999999956,2.109999999999999,4.8299999999999415,3888.8800000000115
1.1400000000000008,21.72999999999958,1.260000000000001,22.75999999999956,2.1199999999999988,4.839999999999941,3891.4000000000115
1.1500000000000008,21.74999999999958,1.270000000000001,22.77999999999956,2.1299999999999986,4.849999999999941,3893.9200000000114
1.1600000000000008,21.76999999999958,1.280000000000001,22.79999999999956,2.1399999999999983,4.859999999999941,3896.4400000000114
1.1700000000000008,21.78999999999958,1.290000000000001,22.81999999999956,2.149999999999998,4.869999999999941,3898.9600000000114
1.1800000000000008,21.80999999999958,1.300000000000001,22.83999999999956,2.159999999999998,4.87999999999994,3901.4800000000114
1.1900000000000008,21.82999999999958,1.310000000000001,22.85999999999956,2.1699999999999977,4.88999999999994,3904.0100000000116
1.2000000000000008,21.84999999999958,1.320000000000001,22.87999999999956,2.1799999999999975,4.89999999999994,3906.540000000012
1.2100000000000009,21.869999999999578,1.330000000000001,22.899999999999558,2.1899999999999973,4.90999999999994,3909.0800000000118
1.2200000000000009,21.889999999999578,1.340000000000001,22.919999999999558,2.199999999999997,4.9199999999999395,3911.6200000000117
1.2300000000000009,21.909999999999577,1.350000000000001,22.939999999999557,2.209999999999997,4.929999999999939,3914.1600000000117
1.2400000000000009,21.929999999999577,1.360000000000001,22.959999999999557,2.2199999999999966,4.939999999999939,3916.7000000000116
1.2500000000000009,21.949999999999577,1.370000000000001,22.979999999999556,2.2299999999999964,4.949999999999939,3919.2400000000116
1.260000000000001,21.969999999999576,1.380000000000001,22.999999999999556,2.239999999999996,4.959999999999939,3921.7800000000116
1.270000000000001,21.989999999999576,1.390000000000001,23.019999999999555,2.249999999999996,4.9699999999999385,3924.3200000000115
1.280000000000001,22.009999999999575,1.400000000000001,23.039999999999555,2.259999999999996,4.979999999999938,3926.8700000000117
1.290000000000001,22.029999999999575,1.410000000000001,23.059999999999555,2.2699999999999956,4.989999999999938,3929.420000000012
1.300000000000001,22.049999999999574,1.420000000000001,23.079999999999554,2.2799999999999954,4.999999999999938,3931.970000000012
1.310000000000001,22.069999999999574,1.430000000000001,23.099999999999554,2.289999999999995,5.009999999999938,3934.530000000012
1.320000000000001,22.089999999999574,1.440000000000001,23.119999999999553,2.299999999999995,5.019999999999937,3937.090000000012
1.330000000000001,22.109999999999573,1.450000000000001,23.139999999999553,2.3099999999999947,5.029999999999937,3939.650000000012
1.340000000000001,22.129999999999573,1.460000000000001,23.159999999999553,2.3199999999999945,5.039999999999937,3942.210000000012
1.350000000000001,22.149999999999572,1.470000000000001,23.179999999999552,2.3299999999999943,5.049999999999937,3944.770000000012
1.360000000000001,22.169999999999572,1.480000000000001,23.19999999999955,2.339999999999994,5.0599999999999365,3947.340000000012
1.370000000000001,22.18999999999957,1.490000000000001,23.21999999999955,2.349999999999994,5.069999999999936,3949.910000000012
1.380000000000001,22.20999999999957,1.500000000000001,23.23999999999955,2.3599999999999937,5.079999999999936,3952.4800000000123
1.390000000000001,22.22999999999957,1.5100000000000011,23.25999999999955,2.3699999999999934,5.089999999999936,3955.0500000000125
1.400000000000001,22.24999999999957,1.5200000000000011,23.27999999999955,2.3799999999999932,5.099999999999936,3957.6200000000126
1.410000000000001,22.26999999999957,1.5300000000000011,23.29999999999955,2.389999999999993,5.1099999999999355,3960.190000000013
1.420000000000001,22.28999999999957,1.5400000000000011,23.31999999999955,2.399999999999993,5.119999999999935,3962.760000000013
1.430000000000001,22.30999999999957,1.5500000000000012,23.33999999999955,2.4099999999999926,5.129999999999935,3965.340000000013
1.440000000000001,22.32999999999957,1.5600000000000012,23.35999999999955,2.4199999999999924,5.139999999999935,3967.920000000013
1.450000000000001,22.349999999999568,1.5700000000000012,23.379999999999548,2.429999999999992,5.149999999999935,3970.5000000000127
1.460000000000001,22.369999999999568,1.5800000000000012,23.399999999999547,2.439999999999992,5.159999999999934,3973.0800000000127
1.470000000000001,22.389999999999567,1.5900000000000012,23.419999999999547,2.4499999999999917,5.169999999999934,3975.6600000000126
1.480000000000001,22.409999999999567,1.6000000000000012,23.439999999999547,2.4599999999999915,5.179999999999934,3978.2400000000125
1.490000000000001,22.429999999999566,1.6100000000000012,23.459999999999546,2.4699999999999913,5.189999999999934,3980.8200000000124
1.500000000000001,22.449999999999566,1.6200000000000012,23.479999999999546,2.479999999999991,5.199999999999934,3983.4000000000124
1.5100000000000011,22.469999999999565,1.6300000000000012,23.499999999999545,2.489999999999991,5.209999999999933,3985.9900000000125
1.5200000000000011,22.489999999999565,1.6400000000000012,23.519999999999545,2.4999999999999907,5.219999999999933,3988.5800000000127
1.5300000000000011,22.509999999999565,1.6500000000000012,23.539999999999544,2.5099999999999905,5.229999999999933,3991.170000000013
1.5400000000000011,22.529999999999564,1.6600000000000013,23.559999999999544,2.5199999999999902,5.239999999999933,3993.760000000013
1.5500000000000012,22.549999999999564,1.6700000000000013,23.579999999999544,2.52999999999999,5.2499999999999325,3996.350000000013
1.5600000000000012,22.569999999999563,1.6800000000000013,23.599999999999543,2.53999999999999,5.259999999999932,3998.9400000000132
1.5700000000000012,22.589999999999563,1.6900000000000013,23.619999999999543,2.5499999999999896,5.269999999999932,4001.5300000000134
1.5800000000000012,22.609999999999562,1.7000000000000013,23.639999999999542,2.5599999999999894,5.279999999999932,4004.1200000000135
1.5900000000000012,22.629999999999562,1.7100000000000013,23.659999999999542,2.569999999999989,5.289999999999932,4006.7200000000134
1.6000000000000012,22.64999999999956,1.7200000000000013,23.67999999999954,2.579999999999989,5.299999999999931,4009.3200000000134
1.6100000000000012,22.66999999999956,1.7300000000000013,23.69999999999954,2.5899999999999888,5.309999999999931,4011.9200000000133
1.6200000000000012,22.68999999999956,1.7400000000000013,23.71999999999954,2.5999999999999885,5.319999999999931,4014.520000000013
1.6300000000000012,22.70999999999956,1.7500000000000013,23.73999999999954,2.6099999999999883,5.329999999999931,4017.120000000013
1.6400000000000012,22.72999999999956,1.7600000000000013,23.75999999999954,2.619999999999988,5.339999999999931,4019.720000000013
1.6500000000000012,22.74999999999956,1.7700000000000014,23.77999999999954,2.629999999999988,5.34999999999993,4022.320000000013
1.6600000000000013,22.76999999999956,1.7800000000000014,23.79999999999954,2.6399999999999877,5.35999999999993,4024.920000000013
1.6700000000000013,22.78999999999956,1.7900000000000014,23.81999999999954,2.6499999999999875,5.36999999999993,4027.530000000013
1.6800000000000013,22.809999999999558,1.8000000000000014,23.839999999999538,2.6599999999999873,5.37999999999993,4030.140000000013
1.6900000000000013,22.829999999999558,1.8100000000000014,23.859999999999538,2.669999999999987,5.3899999999999295,4032.760000000013
1.7000000000000013,22.849999999999557,1.8200000000000014,23.879999999999537,2.679999999999987,5.399999999999929,4035.380000000013
1.7100000000000013,22.869999999999557,1.8300000000000014,23.899999999999537,2.6899999999999866,5.409999999999929,4038.0000000000127
1.7200000000000013,22.889999999999556,1.8400000000000014,23.919999999999536,2.6999999999999864,5.419999999999929,4040.6200000000126
1.7300000000000013,22.909999999999556,1.8500000000000014,23.939999999999536,2.709999999999986,5.429999999999929,4043.2400000000125
1.7400000000000013,22.929999999999556,1.8600000000000014,23.959999999999535,2.719999999999986,5.4399999999999284,4045.8600000000124
1.7500000000000013,22.949999999999555,1.8700000000000014,23.979999999999535,2.7299999999999858,5.449999999999928,4048.4900000000125
1.7600000000000013,22.969999999999555,1.8800000000000014,23.999999999999535,2.7399999999999856,5.459999999999928,4051.1200000000126
1.7700000000000014,22.989999999999554,1.8900000000000015,24.019999999999534,2.7499999999999853,5.469999999999928,4053.7500000000127
1.7800000000000014,23.009999999999554,1.9000000000000015,24.039999999999534,2.759999999999985,5.479999999999928,4056.380000000013
1.7900000000000014,23.029999999999553,1.9100000000000015,24.059999999999533,2.769999999999985,5.489999999999927,4059.010000000013
1.8000000000000014,23.049999999999553,1.9200000000000015,24.079999999999533,2.7799999999999847,5.499999999999927,4061.640000000013
1.8100000000000014,23.069999999999553,1.9300000000000015,24.099999999999532,2.7899999999999845,5.509999999999927,4064.270000000013
1.8200000000000014,23.089999999999552,1.9400000000000015,24.119999999999532,2.7999999999999843,5.519999999999927,4066.9000000000133
1.8300000000000014,23.109999999999552,1.9500000000000015,24.13999999999953,2.809999999999984,5.5299999999999265,4069.540000000013
1.8400000000000014,23.12999999999955,1.9600000000000015,24.15999999999953,2.819999999999984,5.539999999999926,4072.180000000013
1.8500000000000014,23.14999999999955,1.9700000000000015,24.17999999999953,2.8299999999999836,5.549999999999926,4074.820000000013
1.8600000000000014,23.16999999999955,1.9800000000000015,24.19999999999953,2.8399999999999834,5.559999999999926,4077.4600000000128
1.8700000000000014,23.18999999999955,1.9900000000000015,24.21999999999953,2.849999999999983,5.569999999999926,4080.1000000000126
1.8800000000000014,23.20999999999955,2.0000000000000013,24.23999999999953,2.859999999999983,5.5799999999999255,4082.7400000000125
1.8900000000000015,23.22999999999955,2.010000000000001,24.25999999999953,2.869999999999983,5.589999999999925,4085.3800000000124
1.9000000000000015,23.24999999999955,2.020000000000001,24.27999999999953,2.8799999999999826,5.599999999999925,4088.0200000000123
1.9100000000000015,23.26999999999955,2.0300000000000007,24.299999999999528,2.8899999999999824,5.609999999999925,4090.6700000000124
1.9200000000000015,23.289999999999548,2.0400000000000005,24.319999999999528,2.899999999999982,5.619999999999925,4093.3200000000124
1.9300000000000015,23.309999999999548,2.0500000000000003,24.339999999999527,2.909999999999982,5.629999999999924,4095.9700000000125
1.9400000000000015,23.329999999999547,2.06,24.359999999999527,2.9199999999999817,5.639999999999924,4098.620000000013
1.9500000000000015,23.349999999999547,2.07,24.379999999999526,2.9299999999999815,5.649999999999924,4101.2800000000125
1.9600000000000015,23.369999999999546,2.0799999999999996,24.399999999999526,2.9399999999999813,5.659999999999924,4103.940000000012
1.9700000000000015,23.389999999999546,2.0899999999999994,24.419999999999526,2.949999999999981,5.6699999999999235,4106.600000000012
1.9800000000000015,23.409999999999545,2.099999999999999,24.439999999999525,2.959999999999981,5.679999999999923,4109.260000000012
1.9900000000000015,23.429999999999545,2.109999999999999,24.459999999999525,2.9699999999999807,5.689999999999923,4111.920000000012
2.0000000000000013,23.449999999999545,2.1199999999999988,24.479999999999524,2.9799999999999804,5.699999999999923,4114.580000000012
2.010000000000001,23.469999999999544,2.1299999999999986,24.499999999999524,2.9899999999999802,5.709999999999923,4117.240000000012
2.020000000000001,23.489999999999544,2.1399999999999983,24.519999999999524,2.99999999999998,5.7199999999999225,4119.9000000000115
2.0300000000000007,23.509999999999543,2.149999999999998,24.539999999999523,3.00999999999998,5.729999999999922,4122.580000000012
2.0400000000000005,23.529999999999543,2.159999999999998,24.559999999999523,3.0199999999999796,5.739999999999922,4125.260000000012
2.0500000000000003,23.549999999999542,2.1699999999999977,24.579999999999522,3.0299999999999794,5.749999999999922,4127.940000000012
2.06,23.569999999999542,2.1799999999999975,24.599999999999522,3.039999999999979,5.759999999999922,4130.620000000013
2.07,23.58999999999954,2.1899999999999973,24.61999999999952,3.049999999999979,5.769999999999921,4133.310000000012
2.0799999999999996,23.60999999999954,2.199999999999997,24.63999999999952,3.0599999999999787,5.779999999999921,4136.000000000012
2.0899999999999994,23.62999999999954,2.209999999999997,24.65999999999952,3.0699999999999785,5.789999999999921,4138.690000000011
2.099999999999999,23.64999999999954,2.2199999999999966,24.67999999999952,3.0799999999999783,5.799999999999921,4141.390000000011
